0,10,13,13,23,11,13,12,8,14
21,0,17,20,26,20,28,19,21,21
18,14,0,18,23,12,19,10,12,14
18,11,13,0,19,13,14,13,14,16
8,5,8,12,0,7,12,6,9,15
20,11,19,18,24,0,21,19,16,22
18,3,12,17,19,10,0,13,13,15
19,12,21,18,25,12,18,0,12,22
23,10,19,17,22,15,18,19,0,20
17,10,17,15,16,9,16,9,11,0
